target_genome	target	n_hits_contig	median_pid	median_cov	contig_seq_len	Collection_Date	Latitude	Longitude	Generic_Host	Source_Niche	Source_Type	PhG	ST	CC	Number_Inc	Acq_Resist	Year	genome_contig
494	SAMN02628671	contig_89	32	98.9695	100	58548	2013-07-01	44.3148443	-85.6023643	Poultry	Food	Chicken	B1	5583	NA	7	Yes	2013	SAMN02628671_contig_89
495	SAMN02628672	contig_160	2	99.858	99.1195	11694	2013-07-01	44.3148443	-85.6023643	Poultry	Food	Chicken	A	541	ST522 Cplx	7	No	2013	SAMN02628672_contig_160
496	SAMN02628672	contig_241	30	98.83	100	58740	2013-07-01	44.3148443	-85.6023643	Poultry	Food	Chicken	A	541	ST522 Cplx	7	No	2013	SAMN02628672_contig_241
497	SAMN02628672	contig_25	22	93.577	100	70896	2013-07-01	44.3148443	-85.6023643	Poultry	Food	Chicken	A	541	ST522 Cplx	7	No	2013	SAMN02628672_contig_25
498	SAMN02628676	contig_37	24	76.7595	98.5335	60808	2013-07-01	31.9685988	-99.9018131	Poultry	Food	Chicken	A	399	ST399 Cplx	4	No	2013	SAMN02628676_contig_37
499	SAMN02628680	contig_286	31	97.661	100	50508	2013-07-01	40.0583238	-74.4056612	Poultry	Food	Chicken	D	4243	NA	6	Yes	2013	SAMN02628680_contig_286
500	SAMN02628683	contig_5	32	98.9185	100	82535	2013-07-01	31.9685988	-99.9018131	Poultry	Food	Chicken	D	720	NA	3	Yes	2013	SAMN02628683_contig_5
501	SAMN02628684	contig_139	34	98.542	100	51206	2013-07-01	34.0489281	-111.0937311	Poultry	Food	Chicken	A	48	ST10 Cplx	5	Yes	2013	SAMN02628684_contig_139
502	SAMN02628686	contig_42	33	98.626	100	65572	2013-07-01	45.253783	-69.4454689	Poultry	Food	Chicken	B1	5521	NA	2	No	2013	SAMN02628686_contig_42
503	SAMN02628688	contig_102	5	98.387	100	4874	2013-07-01	30.9842977	-91.9623327	Poultry	Food	Chicken	A	1141	ST10 Cplx	4	Yes	2013	SAMN02628688_contig_102
504	SAMN02628688	contig_120	1	98.266	83.173	571	2013-07-01	30.9842977	-91.9623327	Poultry	Food	Chicken	A	1141	ST10 Cplx	4	Yes	2013	SAMN02628688_contig_120
505	SAMN02628688	contig_125	2	98.889	71.156	489	2013-07-01	30.9842977	-91.9623327	Poultry	Food	Chicken	A	1141	ST10 Cplx	4	Yes	2013	SAMN02628688_contig_125
506	SAMN02628688	contig_133	3	96.915	58.617	2365	2013-07-01	30.9842977	-91.9623327	Poultry	Food	Chicken	A	1141	ST10 Cplx	4	Yes	2013	SAMN02628688_contig_133
507	SAMN02628688	contig_149	5	99.092	100	21899	2013-07-01	30.9842977	-91.9623327	Poultry	Food	Chicken	A	1141	ST10 Cplx	4	Yes	2013	SAMN02628688_contig_149
508	SAMN02628688	contig_18	3	99.82	58.98	2315	2013-07-01	30.9842977	-91.9623327	Poultry	Food	Chicken	A	1141	ST10 Cplx	4	Yes	2013	SAMN02628688_contig_18
509	SAMN02628688	contig_3	2	99.256	51.306	1070	2013-07-01	30.9842977	-91.9623327	Poultry	Food	Chicken	A	1141	ST10 Cplx	4	Yes	2013	SAMN02628688_contig_3
510	SAMN02628688	contig_30	4	98.079	99.7535	10966	2013-07-01	30.9842977	-91.9623327	Poultry	Food	Chicken	A	1141	ST10 Cplx	4	Yes	2013	SAMN02628688_contig_30
511	SAMN02628688	contig_34	2	99.791	57.8615	1665	2013-07-01	30.9842977	-91.9623327	Poultry	Food	Chicken	A	1141	ST10 Cplx	4	Yes	2013	SAMN02628688_contig_34
512	SAMN02628688	contig_46	2	98.039	51.306	1070	2013-07-01	30.9842977	-91.9623327	Poultry	Food	Chicken	A	1141	ST10 Cplx	4	Yes	2013	SAMN02628688_contig_46
513	SAMN02628688	contig_48	4	98.25	100	6824	2013-07-01	30.9842977	-91.9623327	Poultry	Food	Chicken	A	1141	ST10 Cplx	4	Yes	2013	SAMN02628688_contig_48
514	SAMN02628688	contig_52	10	98.783	99.519	5000	2013-07-01	30.9842977	-91.9623327	Poultry	Food	Chicken	A	1141	ST10 Cplx	4	Yes	2013	SAMN02628688_contig_52
515	SAMN02628688	contig_56	7	96.133	100	3988	2013-07-01	30.9842977	-91.9623327	Poultry	Food	Chicken	A	1141	ST10 Cplx	4	Yes	2013	SAMN02628688_contig_56
516	SAMN02628688	contig_59	4	97.0215	100	4430	2013-07-01	30.9842977	-91.9623327	Poultry	Food	Chicken	A	1141	ST10 Cplx	4	Yes	2013	SAMN02628688_contig_59
517	SAMN02628688	contig_61	2	96.42	55.3475	385	2013-07-01	30.9842977	-91.9623327	Poultry	Food	Chicken	A	1141	ST10 Cplx	4	Yes	2013	SAMN02628688_contig_61
518	SAMN02628688	contig_80	4	99.296	100	12386	2013-07-01	30.9842977	-91.9623327	Poultry	Food	Chicken	A	1141	ST10 Cplx	4	Yes	2013	SAMN02628688_contig_80
519	SAMN02628688	contig_85	9	95.745	100	7266	2013-07-01	30.9842977	-91.9623327	Poultry	Food	Chicken	A	1141	ST10 Cplx	4	Yes	2013	SAMN02628688_contig_85
520	SAMN02628688	contig_93	1	100	43.326	882	2013-07-01	30.9842977	-91.9623327	Poultry	Food	Chicken	A	1141	ST10 Cplx	4	Yes	2013	SAMN02628688_contig_93
521	SAMN02628690	contig_72	34	98.373	100	64992	2013-07-01	32.3182314	-86.902298	Poultry	Food	Chicken	A	10	ST10 Cplx	4	Yes	2013	SAMN02628690_contig_72
522	SAMN02628691	contig_48	35	98.936	100	60002	2013-07-01	44.0682019	-114.7420408	Poultry	Food	Chicken	A	2542	NA	6	Yes	2013	SAMN02628691_contig_48
523	SAMN02628696	contig_174	33	98.497	100	56805	2013-07-01	39.5500507	-105.7820674	Poultry	Food	Chicken	A	10	ST10 Cplx	2	Yes	2013	SAMN02628696_contig_174
524	SAMN02628700	contig_1	6	98.5275	84.6235	5635	2013-07-01	39.5500507	-105.7820674	Poultry	Food	Chicken	A	10	ST10 Cplx	3	Yes	2013	SAMN02628700_contig_1
525	SAMN02628700	contig_134	2	84.239	100	728	2013-07-01	39.5500507	-105.7820674	Poultry	Food	Chicken	A	10	ST10 Cplx	3	Yes	2013	SAMN02628700_contig_134
526	SAMN02628700	contig_158	2	95.9245	99.8765	7717	2013-07-01	39.5500507	-105.7820674	Poultry	Food	Chicken	A	10	ST10 Cplx	3	Yes	2013	SAMN02628700_contig_158
527	SAMN02628700	contig_176	3	97.248	34.541	1629	2013-07-01	39.5500507	-105.7820674	Poultry	Food	Chicken	A	10	ST10 Cplx	3	Yes	2013	SAMN02628700_contig_176
528	SAMN02628700	contig_19	4	98.25	100	2502	2013-07-01	39.5500507	-105.7820674	Poultry	Food	Chicken	A	10	ST10 Cplx	3	Yes	2013	SAMN02628700_contig_19
529	SAMN02628700	contig_20	5	98.361	100	6502	2013-07-01	39.5500507	-105.7820674	Poultry	Food	Chicken	A	10	ST10 Cplx	3	Yes	2013	SAMN02628700_contig_20
530	SAMN02628700	contig_206	3	99.598	100	1765	2013-07-01	39.5500507	-105.7820674	Poultry	Food	Chicken	A	10	ST10 Cplx	3	Yes	2013	SAMN02628700_contig_206
531	SAMN02628700	contig_221	2	96.157	99.5065	10461	2013-07-01	39.5500507	-105.7820674	Poultry	Food	Chicken	A	10	ST10 Cplx	3	Yes	2013	SAMN02628700_contig_221
532	SAMN02628700	contig_225	3	98.864	100	1289	2013-07-01	39.5500507	-105.7820674	Poultry	Food	Chicken	A	10	ST10 Cplx	3	Yes	2013	SAMN02628700_contig_225
533	SAMN02628700	contig_229	4	97.778	100	2503	2013-07-01	39.5500507	-105.7820674	Poultry	Food	Chicken	A	10	ST10 Cplx	3	Yes	2013	SAMN02628700_contig_229
534	SAMN02628700	contig_23	2	99.0385	100	728	2013-07-01	39.5500507	-105.7820674	Poultry	Food	Chicken	A	10	ST10 Cplx	3	Yes	2013	SAMN02628700_contig_23
535	SAMN02628700	contig_252	2	99.5535	51.306	1050	2013-07-01	39.5500507	-105.7820674	Poultry	Food	Chicken	A	10	ST10 Cplx	3	Yes	2013	SAMN02628700_contig_252
536	SAMN02628700	contig_254	1	99.84	35.592	1877	2013-07-01	39.5500507	-105.7820674	Poultry	Food	Chicken	A	10	ST10 Cplx	3	Yes	2013	SAMN02628700_contig_254
537	SAMN02628700	contig_260	4	98.9875	100	3105	2013-07-01	39.5500507	-105.7820674	Poultry	Food	Chicken	A	10	ST10 Cplx	3	Yes	2013	SAMN02628700_contig_260
538	SAMN02628700	contig_266	1	98.788	96.491	673	2013-07-01	39.5500507	-105.7820674	Poultry	Food	Chicken	A	10	ST10 Cplx	3	Yes	2013	SAMN02628700_contig_266
539	SAMN02628700	contig_269	3	92.647	100	1390	2013-07-01	39.5500507	-105.7820674	Poultry	Food	Chicken	A	10	ST10 Cplx	3	Yes	2013	SAMN02628700_contig_269
540	SAMN02628700	contig_280	5	99.199	100	6473	2013-07-01	39.5500507	-105.7820674	Poultry	Food	Chicken	A	10	ST10 Cplx	3	Yes	2013	SAMN02628700_contig_280
541	SAMN02628700	contig_44	5	97.26	100	4944	2013-07-01	39.5500507	-105.7820674	Poultry	Food	Chicken	A	10	ST10 Cplx	3	Yes	2013	SAMN02628700_contig_44
542	SAMN02628700	contig_53	2	99.256	51.306	1050	2013-07-01	39.5500507	-105.7820674	Poultry	Food	Chicken	A	10	ST10 Cplx	3	Yes	2013	SAMN02628700_contig_53
543	SAMN02628700	contig_67	3	96.895	100	3817	2013-07-01	39.5500507	-105.7820674	Poultry	Food	Chicken	A	10	ST10 Cplx	3	Yes	2013	SAMN02628700_contig_67
544	SAMN02628700	contig_7	1	98.895	38.105	552	2013-07-01	39.5500507	-105.7820674	Poultry	Food	Chicken	A	10	ST10 Cplx	3	Yes	2013	SAMN02628700_contig_7
545	SAMN02628701	contig_160	1	52.778	49.315	86214	2013-07-01	44.3148443	-85.6023643	Poultry	Food	Chicken	A	399	ST399 Cplx	2	No	2013	SAMN02628701_contig_160
546	SAMN02628702	contig_40	32	98.8825	100	109358	2013-07-01	44.3148443	-85.6023643	Poultry	Food	Chicken	B1	212	NA	3	Yes	2013	SAMN02628702_contig_40
547	SAMN03295421	contig_82	36	98.4245	100	86676	2014-11-01	38.9	-76.9	Poultry	Food	Chicken	B1	3580	NA	3	Yes	2014	SAMN03295421_contig_82
548	SAMN03295424	contig_76	36	99.339	100	57854	2014-11-01	38.9	-76.9	Poultry	Food	Chicken	B2	491	NA	1	No	2014	SAMN03295424_contig_76
549	SAMN03295426	contig_1	1	98.214	57.971	842	2014-11-01	38.9	-76.9	Poultry	Food	Chicken	A	93	ST168 Cplx	4	Yes	2014	SAMN03295426_contig_1
550	SAMN03295426	contig_104	2	90.377	96.9935	10351	2014-11-01	38.9	-76.9	Poultry	Food	Chicken	A	93	ST168 Cplx	4	Yes	2014	SAMN03295426_contig_104
551	SAMN03295426	contig_117	1	99.678	35.281	1891	2014-11-01	38.9	-76.9	Poultry	Food	Chicken	A	93	ST168 Cplx	4	Yes	2014	SAMN03295426_contig_117
552	SAMN03295426	contig_12	3	98.864	100	1410	2014-11-01	38.9	-76.9	Poultry	Food	Chicken	A	93	ST168 Cplx	4	Yes	2014	SAMN03295426_contig_12
553	SAMN03295426	contig_124	3	99.497	41.895	1013	2014-11-01	38.9	-76.9	Poultry	Food	Chicken	A	93	ST168 Cplx	4	Yes	2014	SAMN03295426_contig_124
554	SAMN03295426	contig_129	2	100	100	4451	2014-11-01	38.9	-76.9	Poultry	Food	Chicken	A	93	ST168 Cplx	4	Yes	2014	SAMN03295426_contig_129
555	SAMN03295426	contig_136	9	98.03	98.936	7626	2014-11-01	38.9	-76.9	Poultry	Food	Chicken	A	93	ST168 Cplx	4	Yes	2014	SAMN03295426_contig_136
556	SAMN03295426	contig_139	12	98.6975	100	6669	2014-11-01	38.9	-76.9	Poultry	Food	Chicken	A	93	ST168 Cplx	4	Yes	2014	SAMN03295426_contig_139
557	SAMN03295426	contig_141	1	99.805	54.468	1694	2014-11-01	38.9	-76.9	Poultry	Food	Chicken	A	93	ST168 Cplx	4	Yes	2014	SAMN03295426_contig_141
558	SAMN03295426	contig_142	4	98.8145	80.723	1513	2014-11-01	38.9	-76.9	Poultry	Food	Chicken	A	93	ST168 Cplx	4	Yes	2014	SAMN03295426_contig_142
559	SAMN03295426	contig_158	1	99.518	35.421	1891	2014-11-01	38.9	-76.9	Poultry	Food	Chicken	A	93	ST168 Cplx	4	Yes	2014	SAMN03295426_contig_158
560	SAMN03295426	contig_162	3	97.984	56.436	1072	2014-11-01	38.9	-76.9	Poultry	Food	Chicken	A	93	ST168 Cplx	4	Yes	2014	SAMN03295426_contig_162
561	SAMN03295426	contig_163	1	100	37.337	943	2014-11-01	38.9	-76.9	Poultry	Food	Chicken	A	93	ST168 Cplx	4	Yes	2014	SAMN03295426_contig_163
562	SAMN03295426	contig_165	1	100	62.363	857	2014-11-01	38.9	-76.9	Poultry	Food	Chicken	A	93	ST168 Cplx	4	Yes	2014	SAMN03295426_contig_165
563	SAMN03295426	contig_171	3	93.069	35.532	1706	2014-11-01	38.9	-76.9	Poultry	Food	Chicken	A	93	ST168 Cplx	4	Yes	2014	SAMN03295426_contig_171
564	SAMN03295426	contig_184	2	98.3335	93.451	832	2014-11-01	38.9	-76.9	Poultry	Food	Chicken	A	93	ST168 Cplx	4	Yes	2014	SAMN03295426_contig_184
565	SAMN03295426	contig_19	2	98.6355	74.9545	1948	2014-11-01	38.9	-76.9	Poultry	Food	Chicken	A	93	ST168 Cplx	4	Yes	2014	SAMN03295426_contig_19
566	SAMN03295426	contig_2	1	99.609	54.468	1694	2014-11-01	38.9	-76.9	Poultry	Food	Chicken	A	93	ST168 Cplx	4	Yes	2014	SAMN03295426_contig_2
567	SAMN03295426	contig_36	1	100	65.753	713	2014-11-01	38.9	-76.9	Poultry	Food	Chicken	A	93	ST168 Cplx	4	Yes	2014	SAMN03295426_contig_36
568	SAMN03295426	contig_41	3	96.324	100	1508	2014-11-01	38.9	-76.9	Poultry	Food	Chicken	A	93	ST168 Cplx	4	Yes	2014	SAMN03295426_contig_41
569	SAMN03295426	contig_43	1	100	32.914	865	2014-11-01	38.9	-76.9	Poultry	Food	Chicken	A	93	ST168 Cplx	4	Yes	2014	SAMN03295426_contig_43
570	SAMN03295426	contig_52	4	99.624	100	2522	2014-11-01	38.9	-76.9	Poultry	Food	Chicken	A	93	ST168 Cplx	4	Yes	2014	SAMN03295426_contig_52
571	SAMN03295426	contig_53	3	95.074	99.506	12367	2014-11-01	38.9	-76.9	Poultry	Food	Chicken	A	93	ST168 Cplx	4	Yes	2014	SAMN03295426_contig_53
572	SAMN03295426	contig_61	1	97.458	88.722	884	2014-11-01	38.9	-76.9	Poultry	Food	Chicken	A	93	ST168 Cplx	4	Yes	2014	SAMN03295426_contig_61
573	SAMN03295426	contig_65	4	93.4755	93.75	2375	2014-11-01	38.9	-76.9	Poultry	Food	Chicken	A	93	ST168 Cplx	4	Yes	2014	SAMN03295426_contig_65
574	SAMN03295426	contig_66	1	100	65.753	1833	2014-11-01	38.9	-76.9	Poultry	Food	Chicken	A	93	ST168 Cplx	4	Yes	2014	SAMN03295426_contig_66
575	SAMN03295426	contig_68	1	95.528	100	4536	2014-11-01	38.9	-76.9	Poultry	Food	Chicken	A	93	ST168 Cplx	4	Yes	2014	SAMN03295426_contig_68
576	SAMN03295426	contig_7	1	100	53.022	581	2014-11-01	38.9	-76.9	Poultry	Food	Chicken	A	93	ST168 Cplx	4	Yes	2014	SAMN03295426_contig_7
577	SAMN03295426	contig_85	3	97.03	35.463	1706	2014-11-01	38.9	-76.9	Poultry	Food	Chicken	A	93	ST168 Cplx	4	Yes	2014	SAMN03295426_contig_85
578	SAMN03295426	contig_89	3	99.27	41.895	1013	2014-11-01	38.9	-76.9	Poultry	Food	Chicken	A	93	ST168 Cplx	4	Yes	2014	SAMN03295426_contig_89
579	SAMN03295428	contig_67	13	99.203	100	23099	2014-11-01	38.9	-76.9	Poultry	Food	Chicken	A	2040	NA	5	No	2014	SAMN03295428_contig_67
580	SAMN03295428	contig_84	24	98.747	100	26739	2014-11-01	38.9	-76.9	Poultry	Food	Chicken	A	2040	NA	5	No	2014	SAMN03295428_contig_84
581	SAMN03295429	contig_68	32	99.1525	100	81727	2014-11-01	38.9	-76.9	Poultry	Food	Chicken	B1	297	NA	2	No	2014	SAMN03295429_contig_68
582	SAMN03295432	contig_56	35	98.936	100	72992	2014-11-01	38.9	-76.9	Poultry	Food	Chicken	B2	135	NA	3	No	2014	SAMN03295432_contig_56
583	SAMN03295433	contig_43	32	98.169	100	27238	2014-11-01	38.9	-76.9	Poultry	Food	Chicken	F	4045	NA	6	No	2014	SAMN03295433_contig_43
584	SAMN03295433	contig_80	4	95.586	98.889	17462	2014-11-01	38.9	-76.9	Poultry	Food	Chicken	F	4045	NA	6	No	2014	SAMN03295433_contig_80
585	SAMN03295437	contig_96	35	98.936	100	58738	2014-11-01	38.9	-76.9	Poultry	Food	Chicken	B1	155	ST155 Cplx	4	Yes	2014	SAMN03295437_contig_96
586	SAMN03295439	contig_129	35	98.936	100	73080	2014-11-01	38.9	-76.9	Poultry	Food	Chicken	B1	5506	NA	4	Yes	2014	SAMN03295439_contig_129
587	SAMN03295444	contig_41	35	98.936	100	96363	2014-11-01	38.9	-76.9	Poultry	Food	Chicken	B2	569	NA	3	Yes	2014	SAMN03295444_contig_41
588	SAMN03295445	contig_87	28	99.305	100	55433	2014-11-01	38.9	-76.9	Poultry	Food	Chicken	A	10	ST10 Cplx	4	Yes	2014	SAMN03295445_contig_87
589	SAMN03295450	contig_70	35	98.936	100	82518	2014-11-01	38.9	-76.9	Poultry	Food	Chicken	B1	101	ST101 Cplx	4	Yes	2014	SAMN03295450_contig_70
590	SAMN03295463	contig_112	13	99.203	100	23099	2014-11-01	38.9	-76.9	Poultry	Food	Chicken	A	2040	NA	5	No	2014	SAMN03295463_contig_112
591	SAMN03295463	contig_36	24	98.747	100	26739	2014-11-01	38.9	-76.9	Poultry	Food	Chicken	A	2040	NA	5	No	2014	SAMN03295463_contig_36
592	SAMN03455846	contig_143	5	93.333	100	10365	2011-01-01	42.00027	-93.50049	Bovine	Livestock	Bovine	B1	1817	None	0	No	2011	SAMN03455846_contig_143
593	SAMN03455846	contig_37	3	97.044	99.753	12533	2011-01-01	42.00027	-93.50049	Bovine	Livestock	Bovine	B1	1817	None	0	No	2011	SAMN03455846_contig_37
594	SAMN03455846	contig_60	1	97.075	72.2	2892	2011-01-01	42.00027	-93.50049	Bovine	Livestock	Bovine	B1	1817	None	0	No	2011	SAMN03455846_contig_60
595	SAMN03455846	contig_65	5	96.078	98.404	3316	2011-01-01	42.00027	-93.50049	Bovine	Livestock	Bovine	B1	1817	None	0	No	2011	SAMN03455846_contig_65
596	SAMN03455846	contig_72	4	92.841	100	5509	2011-01-01	42.00027	-93.50049	Bovine	Livestock	Bovine	B1	1817	None	0	No	2011	SAMN03455846_contig_72
597	SAMN03455849	contig_28	36	98.8615	100	49609	2011-01-01	40.13823966	-99.31389966	Bovine	Livestock	Bovine	B1	5014	None	0	No	2011	SAMN03455849_contig_28
598	SAMN03462119	contig_249	2	94.607	99.8765	8561	2011-12-01	36.778261	-119.4179324	Bovine	Livestock	Bovine	E	11	ST11 Cplx	3	No	2011	SAMN03462119_contig_249
599	SAMN03462126	contig_305	2	94.607	99.8765	7516	2011-12-01	36.778261	-119.4179324	Bovine	Livestock	Bovine	E	11	ST11 Cplx	3	No	2011	SAMN03462126_contig_305
600	SAMN03702810	contig_271	2	94.7055	95.0615	7527	2014-12-01	31.9685988	-99.9018131	Bovine	Food	Bovine	E	11	ST11 Cplx	2	No	2014	SAMN03702810_contig_271
601	SAMN03702810	contig_431	2	94.6305	94.9385	2195	2014-12-01	31.9685988	-99.9018131	Bovine	Food	Bovine	E	11	ST11 Cplx	2	No	2014	SAMN03702810_contig_431
602	SAMN03702810	contig_51	30	97.927	100	42359	2014-12-01	31.9685988	-99.9018131	Bovine	Food	Bovine	E	11	ST11 Cplx	2	No	2014	SAMN03702810_contig_51
603	SAMN04158432	contig_206	1	87.379	79.528	3144	2013-03-01	28.75054	-82.5001	Bovine	Livestock	Bovine	B1	5730	None	0	Yes	2013	SAMN04158432_contig_206
604	SAMN04158432	contig_292	2	96.4035	100	1391	2013-03-01	28.75054	-82.5001	Bovine	Livestock	Bovine	B1	5730	None	0	Yes	2013	SAMN04158432_contig_292
605	SAMN04158432	contig_299	30	93.3495	100	34938	2013-03-01	28.75054	-82.5001	Bovine	Livestock	Bovine	B1	5730	None	0	Yes	2013	SAMN04158432_contig_299
606	SAMN04158432	contig_355	3	100	100	32724	2013-03-01	28.75054	-82.5001	Bovine	Livestock	Bovine	B1	5730	None	0	Yes	2013	SAMN04158432_contig_355
607	SAMN04160753	contig_190	3	100	100	40081	2013-03-01	27.6648274	-81.5157535	Bovine	Livestock	Bovine	B1	5730	NA	5	Yes	2013	SAMN04160753_contig_190
608	SAMN04160753	contig_38	32	93.618	100	42351	2013-03-01	27.6648274	-81.5157535	Bovine	Livestock	Bovine	B1	5730	NA	5	Yes	2013	SAMN04160753_contig_38
609	SAMN04160753	contig_41	1	87.379	79.528	2955	2013-03-01	27.6648274	-81.5157535	Bovine	Livestock	Bovine	B1	5730	NA	5	Yes	2013	SAMN04160753_contig_41
610	SAMN04160754	contig_288	32	93.618	100	42350	2013-03-01	28.75054	-82.5001	Bovine	Livestock	Bovine	B1	5730	None	0	Yes	2013	SAMN04160754_contig_288
611	SAMN04160754	contig_31	1	87.379	79.528	8176	2013-03-01	28.75054	-82.5001	Bovine	Livestock	Bovine	B1	5730	None	0	Yes	2013	SAMN04160754_contig_31
612	SAMN04160754	contig_355	3	100	100	38164	2013-03-01	28.75054	-82.5001	Bovine	Livestock	Bovine	B1	5730	None	0	Yes	2013	SAMN04160754_contig_355
613	SAMN04160758	contig_273	1	87.379	79.528	2910	2013-03-01	27.6648274	-81.5157535	Bovine	Livestock	Bovine	B1	5730	NA	4	Yes	2013	SAMN04160758_contig_273
614	SAMN04160758	contig_309	9	91.908	100	19485	2013-03-01	27.6648274	-81.5157535	Bovine	Livestock	Bovine	B1	5730	NA	4	Yes	2013	SAMN04160758_contig_309
615	SAMN04160758	contig_334	24	93.618	100	23128	2013-03-01	27.6648274	-81.5157535	Bovine	Livestock	Bovine	B1	5730	NA	4	Yes	2013	SAMN04160758_contig_334
616	SAMN04160758	contig_64	3	100	100	39866	2013-03-01	27.6648274	-81.5157535	Bovine	Livestock	Bovine	B1	5730	NA	4	Yes	2013	SAMN04160758_contig_64
617	SAMN04191537	contig_148	3	100	100	34776	2015-04-01	27.6648274	-81.5157535	Bovine	Livestock	Bovine	D	38	ST38 Cplx	5	Yes	2015	SAMN04191537_contig_148
618	SAMN04191548	contig_177	1	52.778	49.315	127815	2011-07-01	27.6648274	-81.5157535	Bovine	Livestock	Bovine	E	11	ST11 Cplx	3	Yes	2011	SAMN04191548_contig_177
619	SAMN04191548	contig_34	2	94.607	99.8765	9404	2011-07-01	27.6648274	-81.5157535	Bovine	Livestock	Bovine	E	11	ST11 Cplx	3	Yes	2011	SAMN04191548_contig_34
620	SAMN04191549	contig_278	2	94.607	99.8765	13690	2011-07-01	27.6648274	-81.5157535	Bovine	Livestock	Bovine	E	11	ST11 Cplx	3	Yes	2011	SAMN04191549_contig_278
621	SAMN04191549	contig_358	1	52.778	49.315	39172	2011-07-01	27.6648274	-81.5157535	Bovine	Livestock	Bovine	E	11	ST11 Cplx	3	Yes	2011	SAMN04191549_contig_358
622	SAMN04191550	contig_242	1	52.778	49.315	54060	2011-07-01	27.6648274	-81.5157535	Bovine	Livestock	Bovine	E	11	ST11 Cplx	3	Yes	2011	SAMN04191550_contig_242
623	SAMN04191550	contig_297	2	94.607	99.8765	9499	2011-07-01	27.6648274	-81.5157535	Bovine	Livestock	Bovine	E	11	ST11 Cplx	3	Yes	2011	SAMN04191550_contig_297
624	SAMN04191551	contig_2	2	94.607	99.8765	95598	2011-07-01	27.6648274	-81.5157535	Bovine	Livestock	Bovine	E	11	ST11 Cplx	1	Yes	2011	SAMN04191551_contig_2
625	SAMN04191555	contig_193	2	94.607	99.8765	10842	2012-01-01	27.6648274	-81.5157535	Bovine	Livestock	Bovine	E	11	ST11 Cplx	1	No	2012	SAMN04191555_contig_193
626	SAMN04191556	contig_188	2	94.607	99.8765	10931	2012-01-01	27.6648274	-81.5157535	Bovine	Livestock	Bovine	E	11	ST11 Cplx	1	No	2012	SAMN04191556_contig_188
627	SAMN04191561	contig_103	2	94.607	99.8765	10939	2012-01-01	27.6648274	-81.5157535	Bovine	Livestock	Bovine	E	11	ST11 Cplx	1	No	2012	SAMN04191561_contig_103
628	SAMN04293279	contig_11	2	91.2835	54.085	1875	2014-01-01	43.7844397	-88.7878678	Bovine	Livestock	Bovine	F	117	NA	4	Yes	2014	SAMN04293279_contig_11
629	SAMN04293279	contig_126	1	97.887	83.041	446	2014-01-01	43.7844397	-88.7878678	Bovine	Livestock	Bovine	F	117	NA	4	Yes	2014	SAMN04293279_contig_126
630	SAMN04293279	contig_132	1	98.769	52.76	1011	2014-01-01	43.7844397	-88.7878678	Bovine	Livestock	Bovine	F	117	NA	4	Yes	2014	SAMN04293279_contig_132
631	SAMN04293279	contig_135	4	99.624	100	2585	2014-01-01	43.7844397	-88.7878678	Bovine	Livestock	Bovine	F	117	NA	4	Yes	2014	SAMN04293279_contig_135
632	SAMN04293279	contig_143	1	100	100	651	2014-01-01	43.7844397	-88.7878678	Bovine	Livestock	Bovine	F	117	NA	4	Yes	2014	SAMN04293279_contig_143
633	SAMN04293279	contig_144	2	77.9005	51.378	378	2014-01-01	43.7844397	-88.7878678	Bovine	Livestock	Bovine	F	117	NA	4	Yes	2014	SAMN04293279_contig_144
634	SAMN04293279	contig_154	28	99.2225	100	23826	2014-01-01	43.7844397	-88.7878678	Bovine	Livestock	Bovine	F	117	NA	4	Yes	2014	SAMN04293279_contig_154
635	SAMN04293279	contig_48	2	99.3645	95.7985	4540	2014-01-01	43.7844397	-88.7878678	Bovine	Livestock	Bovine	F	117	NA	4	Yes	2014	SAMN04293279_contig_48
636	SAMN04293279	contig_50	1	100	50.664	969	2014-01-01	43.7844397	-88.7878678	Bovine	Livestock	Bovine	F	117	NA	4	Yes	2014	SAMN04293279_contig_50
637	SAMN04293279	contig_57	3	99.15	97.778	9603	2014-01-01	43.7844397	-88.7878678	Bovine	Livestock	Bovine	F	117	NA	4	Yes	2014	SAMN04293279_contig_57
638	SAMN04293279	contig_64	1	100	75.289	1140	2014-01-01	43.7844397	-88.7878678	Bovine	Livestock	Bovine	F	117	NA	4	Yes	2014	SAMN04293279_contig_64
639	SAMN04293279	contig_8	1	99.425	100	1853	2014-01-01	43.7844397	-88.7878678	Bovine	Livestock	Bovine	F	117	NA	4	Yes	2014	SAMN04293279_contig_8
640	SAMN04293279	contig_87	1	100	90.957	515	2014-01-01	43.7844397	-88.7878678	Bovine	Livestock	Bovine	F	117	NA	4	Yes	2014	SAMN04293279_contig_87
641	SAMN04293279	contig_92	1	95.567	100	1157	2014-01-01	43.7844397	-88.7878678	Bovine	Livestock	Bovine	F	117	NA	4	Yes	2014	SAMN04293279_contig_92
642	SAMN04293301	contig_180	35	98.864	100	46642	2014-03-01	41.4925374	-99.9018131	Bovine	Livestock	Bovine	B1	58	ST155 Cplx	2	Yes	2014	SAMN04293301_contig_180
643	SAMN04293322	contig_130	23	98.83	100	27205	2014-11-01	32.1656221	-82.9000751	Poultry	Poultry	Chicken	B1	3190	NA	3	Yes	2014	SAMN04293322_contig_130
