genome	seq_name	length	topology	conjugation_genes	relaxase_type	virb4	t4cp	MPF_type
SAMN02628676	contig_37	60808	No terminal repeats	F_traL	NA	NA	NA	MPF_F
SAMN02628676	contig_37	60808	No terminal repeats	F_traE	NA	NA	NA	MPF_F
SAMN02628676	contig_37	60808	No terminal repeats	F_traK	NA	NA	NA	MPF_F
SAMN02628676	contig_37	60808	No terminal repeats	F_traV	NA	NA	NA	MPF_F
SAMN02628676	contig_37	60808	No terminal repeats	virb4	NA	virb4	NA	NA
SAMN02628676	contig_37	60808	No terminal repeats	F_traW	NA	NA	NA	MPF_F
SAMN02628676	contig_37	60808	No terminal repeats	F_traU	NA	NA	NA	MPF_F
SAMN02628676	contig_37	60808	No terminal repeats	F_trbC	NA	NA	NA	MPF_F
SAMN02628676	contig_37	60808	No terminal repeats	F_traN	NA	NA	NA	MPF_F
SAMN02628676	contig_37	60808	No terminal repeats	F_traF	NA	NA	NA	MPF_F
SAMN02628676	contig_37	60808	No terminal repeats	F_traH	NA	NA	NA	MPF_F
SAMN02628676	contig_37	60808	No terminal repeats	F_traG	NA	NA	NA	MPF_F
SAMN02628676	contig_37	60808	No terminal repeats	MOBF	MOBF	NA	NA	NA
SAMN02628676	contig_72	141098	No terminal repeats	MOBH	MOBH	NA	NA	NA
SAMN02628676	contig_72	141098	No terminal repeats	G_tfc19	NA	NA	NA	MPF_G
SAMN02628676	contig_72	141098	No terminal repeats	G_tfc18	NA	NA	NA	MPF_G
SAMN02628676	contig_72	141098	No terminal repeats	G_tfc22	NA	NA	NA	MPF_G
SAMN02628676	contig_72	141098	No terminal repeats	G_tfc23	NA	NA	NA	MPF_G
SAMN02628676	contig_72	141098	No terminal repeats	G_tfc24	NA	NA	NA	MPF_G
SAMN02628676	contig_72	141098	No terminal repeats	virb4	NA	virb4	NA	NA
SAMN02628676	contig_72	141098	No terminal repeats	G_tfc15	NA	NA	NA	MPF_G
SAMN02628676	contig_72	141098	No terminal repeats	G_tfc14	NA	NA	NA	MPF_G
SAMN02628676	contig_72	141098	No terminal repeats	G_tfc13	NA	NA	NA	MPF_G
SAMN02628676	contig_72	141098	No terminal repeats	G_tfc12	NA	NA	NA	MPF_G
SAMN02628676	contig_72	141098	No terminal repeats	G_tfc11	NA	NA	NA	MPF_G
SAMN02628676	contig_72	141098	No terminal repeats	G_tfc10	NA	NA	NA	MPF_G
SAMN02628676	contig_72	141098	No terminal repeats	G_tfc9	NA	NA	NA	MPF_G
SAMN02628676	contig_72	141098	No terminal repeats	G_tfc8	NA	NA	NA	MPF_G
SAMN02628676	contig_72	141098	No terminal repeats	G_tfc7	NA	NA	NA	MPF_G
SAMN02628676	contig_72	141098	No terminal repeats	t4cp1	NA	NA	NA	NA
SAMN02628676	contig_72	141098	No terminal repeats	G_tfc5	NA	NA	NA	MPF_G
SAMN02628676	contig_72	141098	No terminal repeats	T_virB1	NA	NA	NA	MPF_T
SAMN02628676	contig_72	141098	No terminal repeats	G_tfc3	NA	NA	NA	MPF_G
SAMN02628676	contig_72	141098	No terminal repeats	G_tfc2	NA	NA	NA	MPF_G
SAMN02628676	contig_141	65099	No terminal repeats	T_virB9	NA	NA	NA	MPF_T
SAMN02628676	contig_89	2005	No terminal repeats	T_virB5	NA	NA	NA	MPF_T
SAMN02628680	contig_286	50508	No terminal repeats	F_traL	NA	NA	NA	MPF_F
SAMN02628680	contig_286	50508	No terminal repeats	F_traE	NA	NA	NA	MPF_F
SAMN02628680	contig_286	50508	No terminal repeats	F_traK	NA	NA	NA	MPF_F
SAMN02628680	contig_286	50508	No terminal repeats	F_traV	NA	NA	NA	MPF_F
SAMN02628680	contig_286	50508	No terminal repeats	virb4	NA	virb4	NA	NA
SAMN02628680	contig_286	50508	No terminal repeats	F_traW	NA	NA	NA	MPF_F
SAMN02628680	contig_286	50508	No terminal repeats	F_traU	NA	NA	NA	MPF_F
SAMN02628680	contig_286	50508	No terminal repeats	F_trbC	NA	NA	NA	MPF_F
SAMN02628680	contig_286	50508	No terminal repeats	F_traN	NA	NA	NA	MPF_F
SAMN02628680	contig_286	50508	No terminal repeats	F_traF	NA	NA	NA	MPF_F
SAMN02628680	contig_286	50508	No terminal repeats	F_traH	NA	NA	NA	MPF_F
SAMN02628680	contig_286	50508	No terminal repeats	F_traG	NA	NA	NA	MPF_F
SAMN02628680	contig_286	50508	No terminal repeats	MOBF	MOBF	NA	NA	NA
SAMN02628680	contig_205	7093	No terminal repeats	F_traE	NA	NA	NA	MPF_F
SAMN02628680	contig_75	11863	No terminal repeats	G_tfc23	NA	NA	NA	MPF_G
SAMN02628680	contig_75	11863	No terminal repeats	G_tfc23	NA	NA	NA	MPF_G
SAMN02628680	contig_75	11863	No terminal repeats	G_tfc22	NA	NA	NA	MPF_G
SAMN02628680	contig_319	77959	No terminal repeats	G_tfc2	NA	NA	NA	MPF_G
SAMN02628680	contig_319	77959	No terminal repeats	G_tfc3	NA	NA	NA	MPF_G
SAMN02628680	contig_319	77959	No terminal repeats	T_virB1	NA	NA	NA	MPF_T
SAMN02628680	contig_319	77959	No terminal repeats	G_tfc5	NA	NA	NA	MPF_G
SAMN02628680	contig_319	77959	No terminal repeats	t4cp1	NA	NA	NA	NA
SAMN02628680	contig_319	77959	No terminal repeats	G_tfc7	NA	NA	NA	MPF_G
SAMN02628680	contig_319	77959	No terminal repeats	G_tfc8	NA	NA	NA	MPF_G
SAMN02628680	contig_319	77959	No terminal repeats	G_tfc9	NA	NA	NA	MPF_G
SAMN02628680	contig_319	77959	No terminal repeats	G_tfc10	NA	NA	NA	MPF_G
SAMN02628680	contig_319	77959	No terminal repeats	G_tfc11	NA	NA	NA	MPF_G
SAMN02628680	contig_319	77959	No terminal repeats	G_tfc12	NA	NA	NA	MPF_G
SAMN02628680	contig_319	77959	No terminal repeats	G_tfc13	NA	NA	NA	MPF_G
SAMN02628680	contig_319	77959	No terminal repeats	G_tfc14	NA	NA	NA	MPF_G
SAMN02628680	contig_319	77959	No terminal repeats	G_tfc15	NA	NA	NA	MPF_G
SAMN02628680	contig_319	77959	No terminal repeats	virb4	NA	virb4	NA	NA
SAMN02628680	contig_319	77959	No terminal repeats	G_tfc17	NA	NA	NA	MPF_G
SAMN02628680	contig_319	77959	No terminal repeats	G_tfc24	NA	NA	NA	MPF_G
SAMN02628680	contig_319	77959	No terminal repeats	G_tfc23	NA	NA	NA	MPF_G
SAMN02628680	contig_319	77959	No terminal repeats	G_tfc22	NA	NA	NA	MPF_G
SAMN02628680	contig_319	77959	No terminal repeats	G_tfc18	NA	NA	NA	MPF_G
SAMN02628680	contig_319	77959	No terminal repeats	G_tfc19	NA	NA	NA	MPF_G
SAMN02628680	contig_104	19331	No terminal repeats	F_traE	NA	NA	NA	MPF_F
SAMN02628680	contig_288	33348	No terminal repeats	I_traE	NA	NA	NA	MPF_I
SAMN02628680	contig_288	33348	No terminal repeats	MOBH	MOBH	NA	NA	NA
SAMN02628680	contig_119	443	No terminal repeats	F_traE	NA	NA	NA	MPF_F
SAMN02628680	contig_227	369	No terminal repeats	F_traE	NA	NA	NA	MPF_F
SAMN02628680	contig_51	369	No terminal repeats	F_traE	NA	NA	NA	MPF_F
SAMN02628680	contig_334	15479	No terminal repeats	F_traE	NA	NA	NA	MPF_F
SAMN02628680	contig_66	5315	No terminal repeats	F_traE	NA	NA	NA	MPF_F
SAMN02628680	contig_52	446	No terminal repeats	F_traE	NA	NA	NA	MPF_F
SAMN02628680	contig_61	1556	No terminal repeats	F_traE	NA	NA	NA	MPF_F
SAMN02628683	contig_5	82535	No terminal repeats	virb4	NA	virb4	NA	NA
SAMN02628683	contig_5	82535	No terminal repeats	T_virB6	NA	NA	NA	MPF_T
SAMN02628683	contig_5	82535	No terminal repeats	T_virB8	NA	NA	NA	MPF_T
SAMN02628683	contig_5	82535	No terminal repeats	T_virB9	NA	NA	NA	MPF_T
SAMN02628683	contig_5	82535	No terminal repeats	MOBC	MOBC	NA	NA	NA
SAMN02628683	contig_5	82535	No terminal repeats	MOBF	MOBF	NA	NA	NA
SAMN02628683	contig_5	82535	No terminal repeats	F_traG	NA	NA	NA	MPF_F
SAMN02628683	contig_5	82535	No terminal repeats	F_traH	NA	NA	NA	MPF_F
SAMN02628683	contig_5	82535	No terminal repeats	F_traF	NA	NA	NA	MPF_F
SAMN02628683	contig_5	82535	No terminal repeats	F_traN	NA	NA	NA	MPF_F
SAMN02628683	contig_5	82535	No terminal repeats	F_traU	NA	NA	NA	MPF_F
SAMN02628683	contig_5	82535	No terminal repeats	F_traW	NA	NA	NA	MPF_F
SAMN02628683	contig_5	82535	No terminal repeats	virb4	NA	virb4	NA	NA
SAMN02628683	contig_5	82535	No terminal repeats	F_traV	NA	NA	NA	MPF_F
SAMN02628683	contig_5	82535	No terminal repeats	F_traK	NA	NA	NA	MPF_F
SAMN02628683	contig_5	82535	No terminal repeats	F_traE	NA	NA	NA	MPF_F
SAMN02628683	contig_5	82535	No terminal repeats	F_traL	NA	NA	NA	MPF_F
SAMN02628683	contig_86	3538	No terminal repeats	F_traE	NA	NA	NA	MPF_F
SAMN02628683	contig_143	54586	No terminal repeats	T_virB9	NA	NA	NA	MPF_T
SAMN02628684	contig_352	41286	No terminal repeats	I_traE	NA	NA	NA	MPF_I
SAMN02628684	contig_352	41286	No terminal repeats	I_traI	NA	NA	NA	MPF_I
SAMN02628684	contig_352	41286	No terminal repeats	I_traK	NA	NA	NA	MPF_I
SAMN02628684	contig_352	41286	No terminal repeats	I_traL	NA	NA	NA	MPF_I
SAMN02628684	contig_352	41286	No terminal repeats	I_traN	NA	NA	NA	MPF_I
SAMN02628684	contig_352	41286	No terminal repeats	I_traO	NA	NA	NA	MPF_I
SAMN02628684	contig_352	41286	No terminal repeats	I_traP	NA	NA	NA	MPF_I
SAMN02628684	contig_352	41286	No terminal repeats	I_traQ	NA	NA	NA	MPF_I
SAMN02628684	contig_352	41286	No terminal repeats	I_traR	NA	NA	NA	MPF_I
SAMN02628684	contig_352	41286	No terminal repeats	I_traT	NA	NA	NA	MPF_I
SAMN02628684	contig_352	41286	No terminal repeats	traU	NA	NA	NA	NA
SAMN02628684	contig_352	41286	No terminal repeats	I_traV	NA	NA	NA	MPF_I
SAMN02628684	contig_352	41286	No terminal repeats	I_traW	NA	NA	NA	MPF_I
SAMN02628684	contig_352	41286	No terminal repeats	I_traY	NA	NA	NA	MPF_I
SAMN02628684	contig_352	41286	No terminal repeats	I_trbA	NA	NA	NA	MPF_I
SAMN02628684	contig_352	41286	No terminal repeats	I_trbB	NA	NA	NA	MPF_I
SAMN02628684	contig_352	41286	No terminal repeats	MOBP1	MOBP1	NA	NA	NA
SAMN02628684	contig_139	51206	No terminal repeats	F_traL	NA	NA	NA	MPF_F
SAMN02628684	contig_139	51206	No terminal repeats	F_traE	NA	NA	NA	MPF_F
SAMN02628684	contig_139	51206	No terminal repeats	F_traK	NA	NA	NA	MPF_F
SAMN02628684	contig_139	51206	No terminal repeats	F_traV	NA	NA	NA	MPF_F
SAMN02628684	contig_139	51206	No terminal repeats	virb4	NA	virb4	NA	NA
SAMN02628684	contig_139	51206	No terminal repeats	F_traW	NA	NA	NA	MPF_F
SAMN02628684	contig_139	51206	No terminal repeats	F_traU	NA	NA	NA	MPF_F
SAMN02628684	contig_139	51206	No terminal repeats	F_traN	NA	NA	NA	MPF_F
SAMN02628684	contig_139	51206	No terminal repeats	F_traF	NA	NA	NA	MPF_F
SAMN02628684	contig_139	51206	No terminal repeats	F_traH	NA	NA	NA	MPF_F
SAMN02628684	contig_139	51206	No terminal repeats	F_traG	NA	NA	NA	MPF_F
SAMN02628684	contig_139	51206	No terminal repeats	MOBF	MOBF	NA	NA	NA
SAMN02628684	contig_266	17769	No terminal repeats	F_traE	NA	NA	NA	MPF_F
SAMN02628685	contig_107	4041	DTR	MOBP1	MOBP1	NA	NA	NA
SAMN02628685	contig_85	20199	No terminal repeats	T_virB11	NA	NA	NA	MPF_T
SAMN02628685	contig_85	20199	No terminal repeats	T_virB2	NA	NA	NA	MPF_T
SAMN02628685	contig_85	20199	No terminal repeats	T_virB3	NA	NA	NA	MPF_T
SAMN02628685	contig_85	20199	No terminal repeats	virb4	NA	virb4	NA	NA
SAMN02628685	contig_85	20199	No terminal repeats	T_virB5	NA	NA	NA	MPF_T
SAMN02628685	contig_85	20199	No terminal repeats	T_virB6	NA	NA	NA	MPF_T
SAMN02628685	contig_173	102732	No terminal repeats	F_traU	NA	NA	NA	MPF_F
SAMN02628685	contig_173	102732	No terminal repeats	F_traW	NA	NA	NA	MPF_F
SAMN02628685	contig_173	102732	No terminal repeats	virb4	NA	virb4	NA	NA
SAMN02628685	contig_173	102732	No terminal repeats	F_traV	NA	NA	NA	MPF_F
SAMN02628685	contig_173	102732	No terminal repeats	F_traB	NA	NA	NA	MPF_F
SAMN02628685	contig_173	102732	No terminal repeats	F_traK	NA	NA	NA	MPF_F
SAMN02628685	contig_173	102732	No terminal repeats	F_traE	NA	NA	NA	MPF_F
SAMN02628685	contig_105	30188	No terminal repeats	F_traG	NA	NA	NA	MPF_F
SAMN02628685	contig_105	30188	No terminal repeats	F_traH	NA	NA	NA	MPF_F
SAMN02628685	contig_105	30188	No terminal repeats	F_traF	NA	NA	NA	MPF_F
SAMN02628685	contig_105	30188	No terminal repeats	MOBH	MOBH	NA	NA	NA
SAMN02628685	contig_105	30188	No terminal repeats	t4cp1	NA	NA	NA	NA
SAMN02628685	contig_105	30188	No terminal repeats	T_virB10	NA	NA	NA	MPF_T
SAMN02628685	contig_105	30188	No terminal repeats	T_virB9	NA	NA	NA	MPF_T
SAMN02628685	contig_105	30188	No terminal repeats	T_virB8	NA	NA	NA	MPF_T
SAMN02628685	contig_110	25373	No terminal repeats	T_virB2	NA	NA	NA	MPF_T
SAMN02628685	contig_110	25373	No terminal repeats	virb4	NA	virb4	NA	NA
SAMN02628685	contig_110	25373	No terminal repeats	T_virB6	NA	NA	NA	MPF_T
SAMN02628685	contig_110	25373	No terminal repeats	T_virB8	NA	NA	NA	MPF_T
SAMN02628685	contig_110	25373	No terminal repeats	T_virB9	NA	NA	NA	MPF_T
SAMN02628685	contig_110	25373	No terminal repeats	MOBC	MOBC	NA	NA	NA
SAMN02628685	contig_21	9869	No terminal repeats	MOBP1	MOBP1	NA	NA	NA
SAMN02628685	contig_38	2218	No terminal repeats	F_traE	NA	NA	NA	MPF_F
SAMN02628685	contig_139	32416	No terminal repeats	T_virB9	NA	NA	NA	MPF_T
SAMN02628685	contig_16	1729	No terminal repeats	F_traE	NA	NA	NA	MPF_F
SAMN02628686	contig_42	65572	No terminal repeats	F_traL	NA	NA	NA	MPF_F
SAMN02628686	contig_42	65572	No terminal repeats	F_traE	NA	NA	NA	MPF_F
SAMN02628686	contig_42	65572	No terminal repeats	F_traK	NA	NA	NA	MPF_F
SAMN02628686	contig_42	65572	No terminal repeats	F_traV	NA	NA	NA	MPF_F
SAMN02628686	contig_42	65572	No terminal repeats	virb4	NA	virb4	NA	NA
SAMN02628686	contig_42	65572	No terminal repeats	F_traW	NA	NA	NA	MPF_F
SAMN02628686	contig_42	65572	No terminal repeats	F_traU	NA	NA	NA	MPF_F
SAMN02628686	contig_42	65572	No terminal repeats	F_traN	NA	NA	NA	MPF_F
SAMN02628686	contig_42	65572	No terminal repeats	F_traF	NA	NA	NA	MPF_F
SAMN02628686	contig_42	65572	No terminal repeats	F_traH	NA	NA	NA	MPF_F
SAMN02628686	contig_42	65572	No terminal repeats	F_traG	NA	NA	NA	MPF_F
SAMN02628686	contig_42	65572	No terminal repeats	MOBF	MOBF	NA	NA	NA
SAMN02628686	contig_69	70438	No terminal repeats	MOBP1	MOBP1	NA	NA	NA
SAMN02628686	contig_69	70438	No terminal repeats	I_trbB	NA	NA	NA	MPF_I
SAMN02628686	contig_69	70438	No terminal repeats	I_trbA	NA	NA	NA	MPF_I
SAMN02628686	contig_69	70438	No terminal repeats	I_traY	NA	NA	NA	MPF_I
SAMN02628686	contig_69	70438	No terminal repeats	I_traW	NA	NA	NA	MPF_I
SAMN02628686	contig_135	4476	No terminal repeats	F_traE	NA	NA	NA	MPF_F
SAMN02628687	contig_94	15427	ITR	T_virB11	NA	NA	NA	MPF_T
SAMN02628687	contig_94	15427	ITR	T_virB9	NA	NA	NA	MPF_T
SAMN02628687	contig_94	15427	ITR	T_virB8	NA	NA	NA	MPF_T
SAMN02628687	contig_94	15427	ITR	T_virB6	NA	NA	NA	MPF_T
SAMN02628687	contig_94	15427	ITR	virb4	NA	virb4	NA	NA
SAMN02628687	contig_58	24773	No terminal repeats	F_traE	NA	NA	NA	MPF_F
SAMN02628687	contig_83	5094	No terminal repeats	T_virB2	NA	NA	NA	MPF_T
SAMN02628687	contig_83	5094	No terminal repeats	T_virB1	NA	NA	NA	MPF_T
SAMN02628687	contig_51	91659	No terminal repeats	T_virB9	NA	NA	NA	MPF_T
SAMN02628687	contig_70	11732	No terminal repeats	F_traE	NA	NA	NA	MPF_F
SAMN02628687	contig_2	4364	DTR	T_virB6	NA	NA	NA	MPF_T
SAMN02628688	contig_56	3988	No terminal repeats	F_traH	NA	NA	NA	MPF_F
SAMN02628688	contig_56	3988	No terminal repeats	F_traF	NA	NA	NA	MPF_F
SAMN02628688	contig_56	3988	No terminal repeats	F_traN	NA	NA	NA	MPF_F
SAMN02628688	contig_52	5000	No terminal repeats	virb4	NA	virb4	NA	NA
SAMN02628688	contig_52	5000	No terminal repeats	F_traV	NA	NA	NA	MPF_F
SAMN02628688	contig_52	5000	No terminal repeats	F_traK	NA	NA	NA	MPF_F
SAMN02628688	contig_52	5000	No terminal repeats	F_traE	NA	NA	NA	MPF_F
SAMN02628688	contig_52	5000	No terminal repeats	F_traL	NA	NA	NA	MPF_F
SAMN02628688	contig_85	7266	No terminal repeats	F_traH	NA	NA	NA	MPF_F
SAMN02628688	contig_85	7266	No terminal repeats	F_traF	NA	NA	NA	MPF_F
SAMN02628688	contig_85	7266	No terminal repeats	F_traN	NA	NA	NA	MPF_F
SAMN02628688	contig_77	42523	No terminal repeats	MOBP1	MOBP1	NA	NA	NA
SAMN02628688	contig_77	42523	No terminal repeats	I_trbB	NA	NA	NA	MPF_I
SAMN02628688	contig_77	42523	No terminal repeats	I_trbA	NA	NA	NA	MPF_I
SAMN02628688	contig_77	42523	No terminal repeats	I_traY	NA	NA	NA	MPF_I
SAMN02628688	contig_77	42523	No terminal repeats	I_traW	NA	NA	NA	MPF_I
SAMN02628688	contig_77	42523	No terminal repeats	I_traV	NA	NA	NA	MPF_I
SAMN02628688	contig_77	42523	No terminal repeats	traU	NA	NA	NA	NA
SAMN02628688	contig_77	42523	No terminal repeats	I_traT	NA	NA	NA	MPF_I
SAMN02628688	contig_77	42523	No terminal repeats	I_traR	NA	NA	NA	MPF_I
SAMN02628688	contig_77	42523	No terminal repeats	I_traQ	NA	NA	NA	MPF_I
SAMN02628688	contig_77	42523	No terminal repeats	I_traP	NA	NA	NA	MPF_I
SAMN02628688	contig_77	42523	No terminal repeats	I_traO	NA	NA	NA	MPF_I
SAMN02628688	contig_77	42523	No terminal repeats	I_traN	NA	NA	NA	MPF_I
SAMN02628688	contig_77	42523	No terminal repeats	I_traL	NA	NA	NA	MPF_I
SAMN02628688	contig_77	42523	No terminal repeats	I_traK	NA	NA	NA	MPF_I
SAMN02628688	contig_77	42523	No terminal repeats	I_traI	NA	NA	NA	MPF_I
SAMN02628688	contig_77	42523	No terminal repeats	I_traE	NA	NA	NA	MPF_I
SAMN02628688	contig_102	4874	No terminal repeats	virb4	NA	virb4	NA	NA
SAMN02628688	contig_102	4874	No terminal repeats	F_traW	NA	NA	NA	MPF_F
SAMN02628688	contig_102	4874	No terminal repeats	F_traU	NA	NA	NA	MPF_F
SAMN02628688	contig_149	21899	No terminal repeats	MOBF	MOBF	NA	NA	NA
SAMN02628688	contig_59	4430	No terminal repeats	virb4	NA	virb4	NA	NA
SAMN02628688	contig_59	4430	No terminal repeats	F_traW	NA	NA	NA	MPF_F
SAMN02628688	contig_59	4430	No terminal repeats	F_traU	NA	NA	NA	MPF_F
SAMN02628688	contig_30	10966	No terminal repeats	MOBF	MOBF	NA	NA	NA
SAMN02628688	contig_91	70582	No terminal repeats	T_virB5	NA	NA	NA	MPF_T
SAMN02628688	contig_60	32459	No terminal repeats	T_virB9	NA	NA	NA	MPF_T
SAMN02628688	contig_34	1665	No terminal repeats	F_traN	NA	NA	NA	MPF_F
SAMN02628688	contig_18	2315	No terminal repeats	F_traG	NA	NA	NA	MPF_F
SAMN02628688	contig_133	2365	No terminal repeats	F_traG	NA	NA	NA	MPF_F
SAMN02628688	contig_93	882	No terminal repeats	F_traH	NA	NA	NA	MPF_F
SAMN02628688	contig_3	1070	No terminal repeats	F_traB	NA	NA	NA	MPF_F
SAMN02628688	contig_46	1070	No terminal repeats	F_traB	NA	NA	NA	MPF_F
SAMN02628688	contig_26	660	No terminal repeats	F_traG	NA	NA	NA	MPF_F
SAMN02628688	contig_124	660	No terminal repeats	F_traG	NA	NA	NA	MPF_F
SAMN02628690	contig_63	49564	No terminal repeats	MOBP1	MOBP1	NA	NA	NA
SAMN02628690	contig_63	49564	No terminal repeats	I_trbB	NA	NA	NA	MPF_I
SAMN02628690	contig_63	49564	No terminal repeats	I_trbA	NA	NA	NA	MPF_I
SAMN02628690	contig_63	49564	No terminal repeats	I_traY	NA	NA	NA	MPF_I
SAMN02628690	contig_63	49564	No terminal repeats	I_traW	NA	NA	NA	MPF_I
SAMN02628690	contig_63	49564	No terminal repeats	I_traV	NA	NA	NA	MPF_I
SAMN02628690	contig_63	49564	No terminal repeats	traU	NA	NA	NA	NA
SAMN02628690	contig_63	49564	No terminal repeats	I_traT	NA	NA	NA	MPF_I
SAMN02628690	contig_63	49564	No terminal repeats	I_traR	NA	NA	NA	MPF_I
SAMN02628690	contig_63	49564	No terminal repeats	I_traQ	NA	NA	NA	MPF_I
SAMN02628690	contig_63	49564	No terminal repeats	I_traP	NA	NA	NA	MPF_I
SAMN02628690	contig_63	49564	No terminal repeats	I_traO	NA	NA	NA	MPF_I
SAMN02628690	contig_63	49564	No terminal repeats	I_traN	NA	NA	NA	MPF_I
SAMN02628690	contig_63	49564	No terminal repeats	I_traL	NA	NA	NA	MPF_I
SAMN02628690	contig_63	49564	No terminal repeats	I_traK	NA	NA	NA	MPF_I
SAMN02628690	contig_63	49564	No terminal repeats	I_traI	NA	NA	NA	MPF_I
SAMN02628690	contig_63	49564	No terminal repeats	I_traE	NA	NA	NA	MPF_I
SAMN02628690	contig_72	64992	ITR	F_traE	NA	NA	NA	MPF_F
SAMN02628690	contig_72	64992	ITR	MOBF	MOBF	NA	NA	NA
SAMN02628690	contig_72	64992	ITR	F_traG	NA	NA	NA	MPF_F
SAMN02628690	contig_72	64992	ITR	F_traH	NA	NA	NA	MPF_F
SAMN02628690	contig_72	64992	ITR	F_traF	NA	NA	NA	MPF_F
SAMN02628690	contig_72	64992	ITR	F_traN	NA	NA	NA	MPF_F
SAMN02628690	contig_72	64992	ITR	F_traU	NA	NA	NA	MPF_F
SAMN02628690	contig_72	64992	ITR	F_traW	NA	NA	NA	MPF_F
SAMN02628690	contig_72	64992	ITR	virb4	NA	virb4	NA	NA
SAMN02628690	contig_72	64992	ITR	F_traV	NA	NA	NA	MPF_F
SAMN02628690	contig_72	64992	ITR	F_traK	NA	NA	NA	MPF_F
SAMN02628690	contig_72	64992	ITR	F_traE	NA	NA	NA	MPF_F
SAMN02628690	contig_72	64992	ITR	F_traL	NA	NA	NA	MPF_F
SAMN02628690	contig_149	60311	DTR	I_traI	NA	NA	NA	MPF_I
SAMN02628690	contig_149	60311	DTR	I_traK	NA	NA	NA	MPF_I
SAMN02628690	contig_149	60311	DTR	I_traL	NA	NA	NA	MPF_I
SAMN02628690	contig_149	60311	DTR	I_traN	NA	NA	NA	MPF_I
SAMN02628690	contig_149	60311	DTR	I_traO	NA	NA	NA	MPF_I
SAMN02628690	contig_149	60311	DTR	I_traP	NA	NA	NA	MPF_I
SAMN02628690	contig_149	60311	DTR	I_traQ	NA	NA	NA	MPF_I
SAMN02628690	contig_149	60311	DTR	I_traR	NA	NA	NA	MPF_I
SAMN02628690	contig_149	60311	DTR	traU	NA	NA	NA	NA
SAMN02628690	contig_149	60311	DTR	I_traW	NA	NA	NA	MPF_I
SAMN02628690	contig_149	60311	DTR	I_traY	NA	NA	NA	MPF_I
SAMN02628690	contig_149	60311	DTR	I_trbA	NA	NA	NA	MPF_I
SAMN02628690	contig_149	60311	DTR	I_trbB	NA	NA	NA	MPF_I
SAMN02628690	contig_149	60311	DTR	MOBP1	MOBP1	NA	NA	NA
SAMN02628690	contig_71	24468	ITR	F_traE	NA	NA	NA	MPF_F
SAMN02628690	contig_25	12359	No terminal repeats	F_traE	NA	NA	NA	MPF_F
SAMN02628690	contig_139	38649	No terminal repeats	MOBP1	MOBP1	NA	NA	NA
SAMN02628691	contig_48	60002	No terminal repeats	MOBF	MOBF	NA	NA	NA
SAMN02628691	contig_48	60002	No terminal repeats	F_traG	NA	NA	NA	MPF_F
SAMN02628691	contig_48	60002	No terminal repeats	F_traH	NA	NA	NA	MPF_F
SAMN02628691	contig_48	60002	No terminal repeats	F_traF	NA	NA	NA	MPF_F
SAMN02628691	contig_48	60002	No terminal repeats	F_traN	NA	NA	NA	MPF_F
SAMN02628691	contig_48	60002	No terminal repeats	F_traU	NA	NA	NA	MPF_F
SAMN02628691	contig_48	60002	No terminal repeats	F_traW	NA	NA	NA	MPF_F
SAMN02628691	contig_48	60002	No terminal repeats	virb4	NA	virb4	NA	NA
SAMN02628691	contig_48	60002	No terminal repeats	F_traV	NA	NA	NA	MPF_F
SAMN02628691	contig_48	60002	No terminal repeats	F_traK	NA	NA	NA	MPF_F
SAMN02628691	contig_48	60002	No terminal repeats	F_traE	NA	NA	NA	MPF_F
SAMN02628691	contig_48	60002	No terminal repeats	F_traL	NA	NA	NA	MPF_F
SAMN02628691	contig_32	59499	ITR	MOBP1	MOBP1	NA	NA	NA
SAMN02628691	contig_32	59499	ITR	I_trbB	NA	NA	NA	MPF_I
SAMN02628691	contig_32	59499	ITR	I_trbA	NA	NA	NA	MPF_I
SAMN02628691	contig_32	59499	ITR	I_traY	NA	NA	NA	MPF_I
SAMN02628691	contig_32	59499	ITR	I_traW	NA	NA	NA	MPF_I
SAMN02628691	contig_32	59499	ITR	I_traV	NA	NA	NA	MPF_I
SAMN02628691	contig_32	59499	ITR	traU	NA	NA	NA	NA
SAMN02628691	contig_32	59499	ITR	I_traT	NA	NA	NA	MPF_I
SAMN02628691	contig_32	59499	ITR	I_traR	NA	NA	NA	MPF_I
SAMN02628691	contig_32	59499	ITR	I_traQ	NA	NA	NA	MPF_I
SAMN02628691	contig_32	59499	ITR	I_traP	NA	NA	NA	MPF_I
SAMN02628691	contig_32	59499	ITR	I_traO	NA	NA	NA	MPF_I
SAMN02628691	contig_32	59499	ITR	I_traN	NA	NA	NA	MPF_I
SAMN02628691	contig_32	59499	ITR	I_traL	NA	NA	NA	MPF_I
SAMN02628691	contig_32	59499	ITR	I_traK	NA	NA	NA	MPF_I
SAMN02628691	contig_32	59499	ITR	I_traI	NA	NA	NA	MPF_I
SAMN02628691	contig_20	5590	DTR	MOBQ	MOBQ	NA	NA	NA
SAMN02628691	contig_13	46173	No terminal repeats	F_traE	NA	NA	NA	MPF_F
SAMN02628691	contig_69	4311	No terminal repeats	I_traE	NA	NA	NA	MPF_I
SAMN02628695	contig_50	34097	No terminal repeats	F_traG	NA	NA	NA	MPF_F
SAMN02628695	contig_50	34097	No terminal repeats	F_traH	NA	NA	NA	MPF_F
SAMN02628695	contig_50	34097	No terminal repeats	F_traF	NA	NA	NA	MPF_F
